SKU,Store,MAPE,Forecast,Test,Safety_Stock,Reorder_Point,Qty_to_Order,Runtime_sec
SKU_1016,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",2,2,2,0.32
SKU_1016,Portugal,99.531,"[0.43867561473626293, 0.8323285612669471, 0.7052863000712495, 0.22529877777536647]","[0.0, 0.0, 0.0, 48.0]",4,4,4,0.27
SKU_1016,Spain,98.229,"[0.043339753741801865, 0.6469403927636173, 0.04714046882849895, 0.8675962309610261]","[0.0, 0.0, 0.0, 49.0]",4,4,4,0.24
SKU_1016,Sweden,22.763,"[3.467895976577075, 3.5833260634053374, 3.54, 3.54]","[3.54, 3.54, 3.54, 29.0]",5,7,3,0.24
SKU_1016,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",9,9,9,0.24
SKU_1016,United States,99.741,"[0.0, 0.0, 0.015520196204170472, 0.015556948480370796]","[0.0, 0.0, 0.0, 6.0]",4,4,4,0.6
SKU_1017,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",5,5,5,0.26
SKU_1017,Belgium,1.314,"[24.056659430254484, 24.41649795258325, 24.06, 24.06]","[24.06, 24.06, 24.06, 25.0]",3,13,0,0.38
SKU_1017,France,100.0,"[0.0, 0.43637400702745766, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",3,3,3,0.29
SKU_1017,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",2,2,2,0.26
SKU_1017,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",5,5,5,0.32
SKU_1017,Norway,1.039,"[3.16, 3.16, 3.1410707858587004, 3.2724590899458064]","[3.16, 3.16, 3.16, 3.16]",4,5,2,0.25
SKU_1017,Portugal,100.0,"[0.0, 0.0, 0.363914743821387, 0.0]","[0.0, 0.0, 0.0, 29.0]",3,3,3,0.35
SKU_1017,Spain,99.779,"[0.0, 0.0, 0.0, 0.0640890050286366]","[0.0, 0.0, 0.0, 29.0]",4,4,4,0.29
SKU_1017,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",4,4,4,0.32
SKU_1017,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",3,3,3,0.3
SKU_1017,United States,99.152,"[0.16100709701119928, 0.1667477628024865, 0.1724537527617271, 0.17812443446520151]","[0.0, 0.0, 0.0, 21.0]",4,4,4,0.5
SKU_1018,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",3,3,3,0.27
SKU_1018,France,100.0,"[0.0, 0.0, 0.39224929439970624, 0.0]","[0.0, 0.0, 0.0, 3.0]",4,4,4,0.23
SKU_1018,Germany,100.0,"[0.10228960313428176, 0.07631854826611052, 0.003397594628459488, 0.0]","[0.0, 0.0, 0.0, 37.0]",4,4,4,0.28
SKU_1018,Netherlands,100.0,"[0.0, 0.27767973826493036, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",4,4,4,0.34
SKU_1018,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",5,5,5,0.39
SKU_1018,Portugal,100.0,"[0.2884899541439427, 0.2978997423149058, 0.30737824977478345, 0.0]","[0.0, 0.0, 0.0, 25.0]",6,7,7,0.21
SKU_1018,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.3
SKU_1018,Sweden,99.65,"[0.4213318884876008, 0.04547732676316939, 0.0454973817861336, 0.045518677410910015]","[0.0, 0.0, 0.0, 13.0]",7,7,7,0.29
SKU_1018,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",1,1,1,0.4
SKU_1018,United States,23.161,"[2.399504844821643, 2.392609538502561, 2.3926189486671756, 2.3974958672166142]","[2.4, 2.4, 2.4, 30.0]",3,4,1,0.3
SKU_1019,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",5,5,5,0.31
SKU_1019,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",3,3,3,0.31
SKU_1019,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",2,2,2,0.25
SKU_1019,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",4,4,4,0.35
SKU_1019,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",2,2,2,0.4
SKU_1019,Netherlands,99.469,"[0.0, 0.0, 0.010527601187686569, 0.01061881599441119]","[0.0, 0.0, 0.0, 2.0]",3,3,3,0.37
SKU_1019,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",4,4,4,0.34
SKU_1019,Portugal,33.76,"[11.90139641870188, 12.24, 12.142018102186515, 12.054837665228714]","[38.0, 12.24, 12.24, 35.0]",3,8,0,0.29
SKU_1019,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",8,8,8,0.15
SKU_1019,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",4,4,4,0.32
SKU_1019,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",3,3,3,0.35
SKU_1019,United States,7.18,"[8.141765393961121, 8.104832698774713, 8.10786720795895, 8.21]","[8.21, 8.21, 8.21, 11.0]",5,8,0,0.34
SKU_1020,Australia,3.812,"[0.9693103040225902, 0.9897670970979234, 0.9636451489061336, 0.9247957212518629]","[1.0, 1.0, 1.0, 1.0]",2,2,1,0.4
SKU_1020,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 46.0]",5,5,5,0.3
SKU_1020,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",5,5,5,0.32
SKU_1020,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]",5,5,5,0.18
SKU_1020,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",3,3,3,0.3
SKU_1020,Netherlands,0.891,"[9.170827643838363, 9.3, 9.226957047147444, 9.170848185433282]","[9.3, 9.3, 9.3, 9.3]",2,6,0,0.3
SKU_1020,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.33
SKU_1020,Portugal,100.0,"[0.0012592367502362988, 0.01216404149105056, 0.009574380075578707, 0.0]","[0.0, 0.0, 0.0, 29.0]",3,3,3,0.3
SKU_1020,Spain,7.526,"[5.609896396054097, 5.60928851839293, 5.608668565436238, 5.883689935596472]","[6.14, 6.14, 6.14, 6.14]",8,10,4,0.31
SKU_1020,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",5,5,5,0.25
SKU_1020,United Kingdom,94.713,"[0.18754495890930042, 0.1956407580464752, 0.2036240043280221, 0.2114915137670365]","[0.0, 0.0, 0.0, 4.0]",5,5,5,0.43
SKU_1020,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",3,3,3,0.35
SKU_1021,Australia,99.956,"[0.003937966378536498, 0.0, 0.0, 0.004003525752345653]","[0.0, 0.0, 0.0, 9.0]",3,3,3,0.25
SKU_1021,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",2,2,2,0.38
SKU_1021,France,9.569,"[32.36994247788107, 32.647383812478445, 33.22737620222331, 33.676311952776345]","[30.1, 30.1, 30.1, 30.1]",3,17,0,0.42
SKU_1021,Germany,99.712,"[0.11270781229625818, 0.11735492159294611, 0.15773268931195802, 0.13809366923523045]","[0.0, 0.0, 0.0, 48.0]",4,4,4,0.38
SKU_1021,Italy,24.922,"[3.5295567397420915, 3.494133536417976, 3.352960403494167, 3.353145288560131]","[3.55, 3.55, 3.55, 41.85]",4,5,2,0.3
SKU_1021,Netherlands,98.843,"[0.0, 0.0, 0.0, 0.13884144561845005]","[0.0, 0.0, 0.0, 12.0]",4,4,4,0.36
SKU_1021,Norway,99.58,"[0.0836445318317236, 0.21372960076046604, 0.2699491318579656, 0.20141031252685582]","[0.0, 0.0, 0.0, 48.0]",6,6,6,0.11
SKU_1021,Portugal,98.745,"[0.8775653785310494, 0.8474468271412944, 2.0912669185819985, 0.5648674812488463]","[0.0, 0.0, 0.0, 45.0]",4,4,0,0.36
SKU_1021,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 45.0, 0.0, 32.0]",3,3,3,0.2
SKU_1021,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",6,6,6,0.51
SKU_1021,United States,95.271,"[0.04734110280052025, 0.04732274695583481, 0.04730540621314779, 0.04728869187434627]","[0.0, 0.0, 0.0, 1.0]",3,3,3,0.33
SKU_1022,Australia,17.434,"[11.55, 11.55, 11.164965262619408, 11.087809035736528]","[11.55, 11.55, 11.55, 33.0]",3,8,0,0.26
SKU_1022,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 10.0, 23.0]",0,0,0,0.37
SKU_1022,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 36.0]",10,10,10,0.37
SKU_1022,Netherlands,90.471,"[0.0, 0.0, 0.0, 0.6670501017967647]","[0.0, 0.0, 0.0, 7.0]",4,4,4,0.39
SKU_1022,Norway,100.0,"[0.051755222727991906, 0.01575834977229393, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",4,4,4,0.29
SKU_1022,Portugal,98.875,"[0.05294301160578592, 0.05404290262508299, 0.05514335491951171, 0.05624487787240227]","[0.0, 0.0, 0.0, 5.0]",1,1,1,1.48
SKU_1022,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",3,3,3,0.41
SKU_1022,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",4,4,4,0.37
SKU_1022,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 38.0]",6,6,6,0.39
SKU_1022,United States,84.184,"[0.1400567472453358, 0.7996051259117862, 1.3969901281073294, 0.9489478634241338]","[0.0, 0.0, 0.0, 6.0]",6,6,6,0.34
SKU_1023,Australia,100.0,"[0.02592563269226039, 0.02596891158459328, 0.02601384042069945, 0.0]","[0.0, 0.0, 0.0, 35.0]",5,5,5,0.25
SKU_1023,Belgium,100.0,"[0.0, 0.0, 0.44020167669455607, 0.0]","[0.0, 0.0, 0.0, 44.0]",5,5,5,0.26
SKU_1023,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",6,6,6,0.35
SKU_1023,Italy,23.223,"[9.046673456482798, 9.046758462458593, 9.085802250039997, 9.327690769545244]","[9.54, 9.54, 9.54, 42.0]",5,9,0,0.34
SKU_1023,Netherlands,15.94,"[17.986291598956836, 17.98630171856859, 20.18188756982078, 17.986319648510662]","[17.55, 17.55, 17.55, 32.0]",3,11,0,0.36
SKU_1023,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",1,1,1,0.41
SKU_1023,Spain,99.484,"[0.0, 0.0, 0.0030589737985329884, 0.25293453048106984]","[0.0, 0.0, 0.0, 49.0]",4,4,4,0.38
SKU_1023,Sweden,99.658,"[0.0, 0.0, 0.0, 0.13664887608837856]","[0.0, 0.0, 0.0, 40.0]",4,4,4,0.09
SKU_1023,United Kingdom,99.738,"[0.05895236428398601, 0.10518228374414688, 0.1077650006227777, 0.08892945455175369]","[0.0, 0.0, 0.0, 34.0]",5,5,5,0.38
SKU_1023,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 13.0]",5,5,5,0.3
SKU_1024,Australia,100.0,"[0.022773145084053467, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",10,10,10,0.24
SKU_1024,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",3,3,3,0.18
SKU_1024,France,17.743,"[10.45, 10.45, 10.45, 10.45]","[10.45, 10.45, 10.45, 36.0]",4,9,0,0.23
SKU_1024,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",3,3,3,0.34
SKU_1024,Italy,17.657,"[15.222699957348137, 15.222801689460857, 15.222899993675332, 15.222994964962718]","[15.0, 15.0, 15.0, 45.0]",4,10,0,0.3
SKU_1024,Netherlands,100.0,"[0.0, 0.0, 0.5731871312482723, 0.0]","[0.0, 0.0, 0.0, 30.0]",6,6,6,0.33
SKU_1024,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",4,4,4,0.17
SKU_1024,Portugal,31.563,"[1.824685233094468, 1.3599999999999999, 1.3599999999999999, 1.3457352052400462]","[1.3599999999999999, 1.3599999999999999, 1.3599999999999999, 17.0]",4,5,4,0.37
SKU_1024,Spain,14.219,"[15.366535779106817, 15.4, 15.4, 15.169639479424156]","[15.4, 15.4, 15.4, 35.0]",4,11,0,0.4
SKU_1024,Sweden,18.757,"[13.116888858120031, 13.17300867998255, 14.664490178803126, 13.202205819609118]","[13.0, 13.0, 13.0, 33.0]",3,9,0,0.46
SKU_1024,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",2,2,2,0.38
SKU_1025,Australia,17.312,"[6.15, 6.15, 6.15, 6.15]","[6.15, 6.15, 6.15, 20.0]",5,7,1,0.36
SKU_1025,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",4,4,4,0.25
SKU_1025,France,100.0,"[0.04317298985385205, 0.058716512606001886, 0.02300796892236376, 0.0]","[0.0, 0.0, 0.0, 39.0]",4,4,4,0.34
SKU_1025,Italy,50.524,"[1.24, 1.1647184366043846, 1.1611953831143138, 1.161353674095505]","[16.0, 1.24, 1.24, 45.0]",5,6,5,0.31
SKU_1025,Norway,99.363,"[0.2841265710881794, 0.47041482576802357, 0.35778428302777143, 0.0827801437317931]","[0.0, 0.0, 0.0, 13.0]",2,2,2,0.1
SKU_1025,Portugal,100.0,"[0.0, 0.0, 0.23718460862307203, 0.0]","[0.0, 0.0, 0.0, 9.0]",2,2,2,0.28
SKU_1025,Sweden,100.0,"[0.0, 0.0, 0.07815556146088155, 0.0]","[0.0, 0.0, 0.0, 19.0]",4,4,4,0.36
SKU_1025,United Kingdom,21.034,"[8.1, 8.1, 7.859997355425902, 7.860006289526511]","[8.1, 8.1, 8.1, 41.75]",3,6,0,0.26
SKU_1025,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",5,5,5,0.42
SKU_1026,Australia,17.977,"[9.938564879059482, 9.92721902646393, 9.840543514570523, 9.84056013515029]","[10.06, 10.06, 10.06, 30.0]",3,8,0,0.27
SKU_1026,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",4,4,4,0.46
SKU_1026,France,10.044,"[9.537479879083495, 9.537307325982482, 10.336462364099834, 13.071970256610307]","[9.6, 9.6, 9.6, 19.0]",4,9,0,0.29
SKU_1026,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",5,5,5,0.28
SKU_1026,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",4,4,4,0.33
SKU_1026,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",5,5,5,9.17
SKU_1026,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 33.0, 0.0, 29.0]",3,3,3,1.13
SKU_1026,Portugal,99.99,"[0.0, 0.0, 0.0, 0.004494944810512353]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.25
SKU_1026,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.23
SKU_1026,United Kingdom,100.0,"[0.01768199782099736, 0.06396124639821196, 0.025724924757659084, 0.0]","[0.0, 0.0, 0.0, 24.0]",3,3,3,0.49
SKU_1026,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",6,6,6,0.41
SKU_1027,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.32
SKU_1027,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",5,5,5,0.27
SKU_1027,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",1,1,1,0.41
SKU_1027,Germany,89.199,"[0.5581432776909458, 0.5878351280063207, 0.6178128599448033, 0.6480724944719316]","[0.0, 0.0, 0.0, 6.0]",6,6,6,0.24
SKU_1027,Italy,18.833,"[2.4226228269862093, 2.254965034718989, 2.1858889423970522, 2.1949016220852853]","[2.15, 2.15, 2.15, 5.0]",3,4,0,0.27
SKU_1027,Netherlands,8.342,"[19.50573499322905, 19.5141356872005, 19.52248150414219, 19.530772585088197]","[19.15, 19.15, 19.15, 27.0]",2,11,0,0.45
SKU_1027,Norway,19.551,"[9.475511038556391, 9.475529843886244, 9.42, 9.42]","[9.42, 9.42, 9.42, 41.0]",4,8,0,0.26
SKU_1027,Spain,24.851,"[1.0244299761258588, 1.0174432939711195, 1.020640003916231, 1.0271302104882054]","[1.0, 1.0, 1.0, 15.0]",4,5,4,0.41
SKU_1027,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.35
SKU_1027,United Kingdom,99.997,"[0.00094523139221913, 0.0009596635659913547, 0.0009746193197243055, 0.000989554590769151]","[0.0, 0.0, 0.0, 32.0]",5,5,5,0.34
SKU_1027,United States,99.686,"[0.14273185957938753, 0.0, 0.0, 0.07841606335237565]","[0.0, 0.0, 0.0, 25.0]",4,4,4,0.28
SKU_1028,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",5,5,5,0.31
SKU_1028,Belgium,100.0,"[0.0, 0.0, 0.46162358518994856, 0.0]","[0.0, 0.0, 0.0, 35.0]",4,4,4,0.36
SKU_1028,France,99.955,"[0.01165196873598717, 0.011695669574886746, 0.0117414755728229, 0.01178564811988494]","[0.0, 0.0, 0.0, 26.0]",4,4,4,0.32
SKU_1028,Germany,96.105,"[0.13742662907401337, 0.5655188577575292, 0.9001452974720626, 0.623248658331555]","[0.0, 0.0, 0.0, 16.0]",7,7,7,0.1
SKU_1028,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",3,3,3,0.27
SKU_1028,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",3,3,3,0.38
SKU_1028,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",3,3,3,0.37
SKU_1028,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.42
SKU_1028,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",6,6,6,0.5
SKU_1028,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",6,6,6,0.3
SKU_1029,Australia,33.806,"[10.818293873416113, 8.783823454699572, 8.714171742404076, 9.31183744275058]","[7.5, 7.5, 7.5, 22.0]",3,7,0,0.26
SKU_1029,Belgium,21.787,"[13.279815013554039, 13.279686714536028, 16.243187797896585, 13.279439299227361]","[13.25, 13.25, 13.25, 37.0]",3,9,0,0.27
SKU_1029,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",2,2,2,0.36
SKU_1029,Germany,28.822,"[2.085356405598176, 2.1368814763141355, 2.1905202206041956, 2.1815796681541673]","[2.3, 2.3, 2.3, 37.0]",4,5,2,0.41
SKU_1029,Italy,94.993,"[0.0, 0.020592869163837742, 0.02059296640723992, 0.5006644672920897]","[0.0, 0.0, 0.0, 10.0]",5,5,5,0.31
SKU_1029,Netherlands,96.549,"[0.0, 0.0, 0.07832441133012828, 0.37956808539861364]","[0.0, 0.0, 0.0, 11.0]",4,4,4,0.09
SKU_1029,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",3,3,3,0.31
SKU_1029,Portugal,19.701,"[2.335605867515341, 2.25, 2.25, 2.25]","[2.25, 2.25, 2.25, 9.0]",4,5,2,0.29
SKU_1029,Spain,19.521,"[2.2, 2.2, 2.2, 2.191739616257314]","[2.2, 2.2, 2.2, 10.0]",3,4,2,0.32
SKU_1029,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",3,3,3,0.41
SKU_1029,United Kingdom,25.485,"[1.5038683189975783, 1.5363023029938478, 1.5045137881065034, 1.5048284887573666]","[1.55, 1.55, 1.55, 31.0]",4,5,4,0.3
SKU_1029,United States,24.4,"[2.9346458283890815, 2.8752298766885005, 2.875228703290064, 2.931912620269735]","[2.95, 2.95, 2.95, 36.7]",4,5,2,0.31
SKU_1030,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",5,5,5,0.39
SKU_1030,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",4,4,4,0.29
SKU_1030,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",2,2,2,0.28
SKU_1030,Germany,100.0,"[0.6774890624988957, 0.0, 1.0446460575189906, 0.0]","[0.0, 0.0, 0.0, 39.0]",4,4,4,0.34
SKU_1030,Italy,98.974,"[0.0, 0.0, 0.0, 0.31802178256067803]","[0.0, 0.0, 0.0, 31.0]",5,5,5,0.37
SKU_1030,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",4,4,4,0.28
SKU_1030,Norway,99.966,"[0.0, 0.0, 0.0, 0.005162113294119587]","[0.0, 0.0, 0.0, 15.0]",0,0,0,0.35
SKU_1030,Portugal,99.396,"[0.0, 0.0, 0.0, 0.1934161855854443]","[0.0, 0.0, 0.0, 32.0]",6,6,6,0.09
SKU_1030,Spain,100.0,"[0.02401684686945463, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",4,4,4,0.5
SKU_1030,Sweden,100.0,"[0.0, 0.014481670265908683, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",3,3,3,0.21
SKU_1030,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",6,6,6,0.27
SKU_1031,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",4,4,4,0.39
SKU_1031,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",9,9,9,0.2
SKU_1031,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",7,7,7,0.02
SKU_1031,Italy,99.939,"[0.025636337096899407, 0.025669764918942323, 0.025701946152118994, 0.025733100851988766]","[0.0, 0.0, 0.0, 42.0]",3,3,3,0.35
SKU_1031,Netherlands,99.912,"[0.017725341808606482, 0.022074855296796914, 0.022097267469023386, 0.022118119044845282]","[0.0, 0.0, 0.0, 25.0]",3,3,3,0.3
SKU_1031,Norway,100.0,"[0.06962664249606582, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",5,5,5,0.3
SKU_1031,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]",5,5,5,0.22
SKU_1031,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",5,5,5,0.18
SKU_1031,United States,100.0,"[0.07166812611166179, 0.05048084093071608, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",4,4,4,0.39
SKU_1032,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",4,4,4,0.42
SKU_1032,Belgium,100.0,"[0.040573691703840266, 0.008590413212162544, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",6,6,6,0.48
SKU_1032,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",4,4,4,0.28
SKU_1032,Germany,99.455,"[0.0, 0.0, 0.0, 0.26703003568675787]","[0.0, 0.0, 0.0, 49.0]",2,2,2,0.31
SKU_1032,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",5,5,5,0.28
SKU_1032,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",4,4,4,0.23
SKU_1032,Norway,99.96,"[0.0, 0.0, 0.0011636887942464568, 0.01944719344970301]","[0.0, 0.0, 0.0, 49.0]",2,2,2,0.45
SKU_1032,Sweden,99.178,"[0.012123921261147015, 0.021734994858769695, 0.33776257732741044, 0.02466541628574737]","[0.0, 0.0, 0.0, 3.0]",4,4,4,0.33
SKU_1032,United Kingdom,100.0,"[0.019975653194548217, 0.0027855284200897033, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",1,1,1,0.4
SKU_1033,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.25
SKU_1033,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",1,1,1,0.38
SKU_1033,France,100.0,"[0.0065398678907825445, 0.006342992628958996, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",3,3,3,0.34
SKU_1033,Germany,100.0,"[0.005346877696322312, 0.01628031353711004, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.32
SKU_1033,Netherlands,15.759,"[7.05, 7.05, 6.9220512144733135, 6.980321384155834]","[7.05, 7.05, 7.05, 18.0]",3,6,0,0.4
SKU_1033,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",2,2,2,0.35
SKU_1033,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.33
SKU_1033,Sweden,100.0,"[0.0, 0.40174844169033674, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",4,4,4,0.37
SKU_1033,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",3,3,3,0.21
SKU_1034,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",4,4,4,0.25
